range_m,O
3851.25,0.9999988851499553
3855.0,0.9999988853008575
3858.75,0.9999988854513109
3862.5,0.9999988856013176
3866.25,0.999998885750879
3870.0,0.9999988858999973
3873.75,0.9999988860486736
3877.5,0.9999988861969106
3881.25,0.9999988863447091
3885.0,0.9999988864920716
3888.75,0.9999988866389993
3892.5,0.999998886785494
3896.25,0.9999988869315577
3900.0,0.9999988870771918
3903.75,0.999998887222398
3907.5,0.9999988873671781
3911.25,0.9999988875115339
3915.0,0.9999988876554666
3918.75,0.9999988877989786
3922.5,0.9999988879420708
3926.25,0.9999988880847452
3930.0,0.9999988882270032
3933.75,0.9999988883688469
3937.5,0.9999988885102775
3941.25,0.9999988886512969
3945.0,0.9999988887919062
3948.75,0.9999988889321078
3952.5,0.9999988890719026
3956.25,0.9999988892112923
3960.0,0.9999988893502785
3963.75,0.999998889488863
3967.5,0.9999988896270471
3971.25,0.9999988897648324
3975.0,0.9999988899022203
3978.75,0.9999988900392128
3982.5,0.999998890175811
3986.25,0.9999988903120167
3990.0,0.9999988904478309
3993.75,0.9999988905832558
3997.5,0.9999988907182923
4001.25,0.9999988908529421
4005.0,0.999998890987207
4008.75,0.9999988911210879
4012.5,0.9999988912545867
4016.25,0.9999988913877048
4020.0,0.9999988915204434
4023.75,0.9999988916528042
4027.5,0.9999988917847885
4031.25,0.9999988919163979
4035.0,0.9999988920476338
4038.75,0.9999988921784972
4042.5,0.9999988923089901
4046.25,0.9999988924391136
4050.0,0.9999988925688691
4053.75,0.999998892698258
4057.5,0.9999988928272819
4061.25,0.9999988929559419
4065.0,0.9999988930842394
4068.75,0.9999988932121759
4072.5,0.9999988933397527
4076.25,0.9999988934669712
4080.0,0.9999988935938326
4083.75,0.9999988937203385
4087.5,0.99999889384649
4091.25,0.9999988939722884
4095.0,0.9999988940977352
4098.75,0.9999988942228318
4102.5,0.9999988943475792
4106.25,0.9999988944719786
4110.0,0.999998894596032
4113.75,0.9999988947197399
4117.5,0.9999988948431041
4121.25,0.9999988949661257
4125.0,0.9999988950888058
4128.75,0.999998895211146
4132.5,0.9999988953331473
4136.25,0.9999988954548114
4140.0,0.9999988955761386
4143.75,0.9999988956971313
4147.5,0.9999988958177898
4151.25,0.9999988959381159
4155.0,0.9999988960581105
4158.75,0.9999988961777752
4162.5,0.9999988962971108
4166.25,0.9999988964161187
4170.0,0.9999988965348001
4173.75,0.9999988966531563
4177.5,0.9999988967711884
4181.25,0.9999988968888972
4185.0,0.9999988970062846
4188.75,0.9999988971233515
4192.5,0.9999988972400988
4196.25,0.9999988973565279
4200.0,0.9999988974726398
4203.75,0.999998897588436
4207.5,0.9999988977039174
4211.25,0.999998897819085
4215.0,0.9999988979339403
4218.75,0.9999988980484842
4222.5,0.9999988981627179
4226.25,0.9999988982766423
4230.0,0.9999988983902588
4233.75,0.9999988985035686
4237.5,0.9999988986165725
4241.25,0.9999988987292717
4245.0,0.9999988988416675
4248.75,0.9999988989537608
4252.5,0.9999988990655526
4256.25,0.9999988991770442
4260.0,0.9999988992882365
4263.75,0.9999988993991307
4267.5,0.9999988995097279
4271.25,0.9999988996200289
4275.0,0.999998899730035
4278.75,0.9999988998397475
4282.5,0.9999988999491669
4286.25,0.9999989000582944
4290.0,0.9999989001671314
4293.75,0.9999989002756785
4297.5,0.9999989003839371
4301.25,0.9999989004919078
4305.0,0.999998900599592
4308.75,0.9999989007069906
4312.5,0.9999989008141044
4316.25,0.9999989009209348
4320.0,0.9999989010274825
4323.75,0.9999989011337486
4327.5,0.9999989012397341
4331.25,0.99999890134544
4335.0,0.9999989014508673
4338.75,0.999998901556017
4342.5,0.99999890166089
4346.25,0.9999989017654871
4350.0,0.9999989018698099
4353.75,0.9999989019738585
4357.5,0.9999989020776345
4361.25,0.9999989021811387
4365.0,0.999998902284372
4368.75,0.9999989023873354
4372.5,0.9999989024900297
4376.25,0.9999989025924558
4380.0,0.999998902694615
4383.75,0.9999989027965079
4387.5,0.9999989028981356
4391.25,0.999998902999499
4395.0,0.9999989031005989
4398.75,0.9999989032014363
4402.5,0.9999989033020122
4406.25,0.9999989034023273
4410.0,0.9999989035023825
4413.75,0.9999989036021792
4417.5,0.9999989037017176
4421.25,0.9999989038009988
4425.0,0.9999989039000241
4428.75,0.9999989039987939
4432.5,0.9999989040973094
4436.25,0.9999989041955711
4440.0,0.9999989042935802
4443.75,0.9999989043913373
4447.5,0.9999989044888439
4451.25,0.9999989045861
4455.0,0.999998904683107
4458.75,0.9999989047798656
4462.5,0.9999989048763765
4466.25,0.9999989049726409
4470.0,0.9999989050686595
4473.75,0.9999989051644331
4477.5,0.9999989052599623
4481.25,0.9999989053552483
4485.0,0.9999989054502916
4488.75,0.9999989055450935
4492.5,0.9999989056396545
4496.25,0.9999989057339753
4500.0,0.9999989058280568
4503.75,0.9999989059219002
4507.5,0.9999989060155058
4511.25,0.9999989061088743
4515.0,0.9999989062020073
4518.75,0.9999989062949047
4522.5,0.9999989063875679
4526.25,0.9999989064799975
4530.0,0.9999989065721941
4533.75,0.9999989066641587
4537.5,0.999998906755892
4541.25,0.9999989068473947
4545.0,0.9999989069386679
4548.75,0.9999989070297121
4552.5,0.9999989071205281
4556.25,0.9999989072111167
4560.0,0.9999989073014787
4563.75,0.9999989073916145
4567.5,0.9999989074815254
4571.25,0.9999989075712118
4575.0,0.9999989076606747
4578.75,0.9999989077499145
4582.5,0.9999989078389323
4586.25,0.9999989079277286
4590.0,0.9999989080163043
4593.75,0.99999890810466
4597.5,0.9999989081927964
4601.25,0.9999989082807145
4605.0,0.9999989083684145
4608.75,0.9999989084558978
4612.5,0.9999989085431646
4616.25,0.9999989086302158
4620.0,0.9999989087170522
4623.75,0.9999989088036744
4627.5,0.999998908890083
4631.25,0.9999989089762789
4635.0,0.9999989090622625
4638.75,0.999998909148035
4642.5,0.9999989092335968
4646.25,0.9999989093189483
4650.0,0.9999989094040906
4653.75,0.9999989094890245
4657.5,0.9999989095737505
4661.25,0.999998909658269
4665.0,0.999998909742581
4668.75,0.999998909826687
4672.5,0.9999989099105877
4676.25,0.9999989099942841
4680.0,0.9999989100777766
4683.75,0.9999989101610658
4687.5,0.9999989102441522
4691.25,0.9999989103270369
4695.0,0.9999989104097202
4698.75,0.999998910492203
4702.5,0.9999989105744858
4706.25,0.9999989106565694
4710.0,0.9999989107384541
4713.75,0.999998910820141
4717.5,0.9999989109016306
4721.25,0.9999989109829233
4725.0,0.99999891106402
4728.75,0.999998911144921
4732.5,0.9999989112256273
4736.25,0.9999989113061393
4740.0,0.9999989113864578
4743.75,0.9999989114665834
4747.5,0.9999989115465164
4751.25,0.9999989116262579
4755.0,0.999998911705808
4758.75,0.9999989117851679
4762.5,0.9999989118643378
4766.25,0.9999989119433184
4770.0,0.9999989120221103
4773.75,0.9999989121007141
4777.5,0.9999989121791304
4781.25,0.9999989122573598
4785.0,0.9999989123354032
4788.75,0.9999989124132606
4792.5,0.9999989124909328
4796.25,0.9999989125684206
4800.0,0.9999989126457246
4803.75,0.999998912722845
4807.5,0.9999989127997828
4811.25,0.9999989128765384
4815.0,0.9999989129531124
4818.75,0.9999989130295055
4822.5,0.9999989131057178
4826.25,0.9999989131817504
4830.0,0.9999989132576037
4833.75,0.999998913333278
4837.5,0.9999989134087743
4841.25,0.999998913484093
4845.0,0.9999989135592344
4848.75,0.9999989136341996
4852.5,0.9999989137089885
4856.25,0.9999989137836023
4860.0,0.9999989138580408
4863.75,0.9999989139323053
4867.5,0.9999989140063961
4871.25,0.9999989140803135
4875.0,0.9999989141540582
4878.75,0.9999989142276308
4882.5,0.9999989143010317
4886.25,0.9999989143742615
4890.0,0.9999989144473209
4893.75,0.9999989145202102
4897.5,0.99999891459293
4901.25,0.9999989146654811
4905.0,0.9999989147378633
4908.75,0.9999989148100779
4912.5,0.999998914882125
4916.25,0.9999989149540052
4920.0,0.999998915025719
4923.75,0.9999989150972671
4927.5,0.9999989151686498
4931.25,0.9999989152398677
4935.0,0.9999989153109211
4938.75,0.999998915381811
4942.5,0.9999989154525374
4946.25,0.9999989155231012
4950.0,0.9999989155935024
4953.75,0.9999989156637421
4957.5,0.9999989157338203
4961.25,0.9999989158037376
4965.0,0.9999989158734948
4968.75,0.9999989159430922
4972.5,0.99999891601253
4976.25,0.9999989160818092
4980.0,0.99999891615093
4983.75,0.9999989162198929
4987.5,0.9999989162886983
4991.25,0.9999989163573468
4995.0,0.999998916425839
4998.75,0.999998916494175
5002.5,0.9999989165623558
5006.25,0.9999989166303815
5010.0,0.9999989166982527
5013.75,0.9999989167659696
5017.5,0.9999989168335331
5021.25,0.9999989169009432
5025.0,0.9999989169682012
5028.75,0.9999989170353064
5032.5,0.9999989171022601
5036.25,0.9999989171690624
5040.0,0.9999989172357139
5043.75,0.9999989173022149
5047.5,0.9999989173685662
5051.25,0.999998917434768
5055.0,0.9999989175008207
5058.75,0.9999989175667248
5062.5,0.9999989176324807
5066.25,0.999998917698089
5070.0,0.99999891776355
5073.75,0.9999989178288643
5077.5,0.999998917894032
5081.25,0.9999989179590542
5085.0,0.9999989180239303
5088.75,0.9999989180886618
5092.5,0.9999989181532485
5096.25,0.999998918217691
5100.0,0.9999989182819901
5103.75,0.9999989183461454
5107.5,0.9999989184101579
5111.25,0.999998918474028
5115.0,0.9999989185377561
5118.75,0.9999989186013425
5122.5,0.9999989186647876
5126.25,0.999998918728092
5130.0,0.999998918791256
5133.75,0.9999989188542802
5137.5,0.9999989189171645
5141.25,0.9999989189799099
5145.0,0.9999989190425165
5148.75,0.9999989191049848
5152.5,0.9999989191673154
5156.25,0.9999989192295081
5160.0,0.999998919291564
5163.75,0.9999989193534832
5167.5,0.999998919415266
5171.25,0.9999989194769128
5175.0,0.9999989195384243
5178.75,0.9999989195998007
5182.5,0.9999989196610425
5186.25,0.9999989197221498
5190.0,0.9999989197831233
5193.75,0.9999989198439633
5197.5,0.9999989199046703
5201.25,0.9999989199652445
5205.0,0.999998920025686
5208.75,0.9999989200859959
5212.5,0.9999989201461741
5216.25,0.9999989202062212
5220.0,0.9999989202661375
5223.75,0.9999989203259232
5227.5,0.9999989203855789
5231.25,0.9999989204451052
5235.0,0.999998920504502
5238.75,0.9999989205637698
5242.5,0.9999989206229091
5246.25,0.9999989206819202
5250.0,0.9999989207408035
5253.75,0.9999989207995593
5257.5,0.9999989208581884
5261.25,0.9999989209166904
5265.0,0.9999989209750664
5268.75,0.9999989210333162
5272.5,0.9999989210914404
5276.25,0.9999989211494396
5280.0,0.9999989212073136
5283.75,0.9999989212650633
5287.5,0.9999989213226886
5291.25,0.9999989213801903
5295.0,0.9999989214375684
5298.75,0.9999989214948237
5302.5,0.999998921551956
5306.25,0.9999989216089659
5310.0,0.9999989216658537
5313.75,0.9999989217226201
5317.5,0.999998921779265
5321.25,0.9999989218357888
5325.0,0.999998921892192
5328.75,0.9999989219484748
5332.5,0.9999989220046379
5336.25,0.9999989220606811
5340.0,0.9999989221166051
5343.75,0.9999989221724103
5347.5,0.9999989222280966
5351.25,0.9999989222836649
5355.0,0.9999989223391149
5358.75,0.9999989223944478
5362.5,0.9999989224496632
5366.25,0.9999989225047616
5370.0,0.9999989225597432
5373.75,0.999998922614609
5377.5,0.9999989226693585
5381.25,0.9999989227239926
5385.0,0.9999989227785113
5388.75,0.9999989228329151
5392.5,0.999998922887204
5396.25,0.9999989229413788
5400.0,0.9999989229954396
5403.75,0.9999989230493865
5407.5,0.9999989231032204
5411.25,0.9999989231569409
5415.0,0.999998923210549
5418.75,0.9999989232640445
5422.5,0.999998923317428
5426.25,0.9999989233706995
5430.0,0.9999989234238597
5433.75,0.9999989234769087
5437.5,0.9999989235298469
5441.25,0.9999989235826746
5445.0,0.9999989236353919
5448.75,0.9999989236879995
5452.5,0.9999989237404973
5456.25,0.9999989237928857
5460.0,0.9999989238451655
5463.75,0.9999989238973362
5467.5,0.9999989239493986
5471.25,0.9999989240013528
5475.0,0.9999989240531996
5478.75,0.9999989241049385
5482.5,0.9999989241565704
5486.25,0.9999989242080952
5490.0,0.9999989242595135
5493.75,0.9999989243108255
5497.5,0.9999989243620316
5501.25,0.9999989244131318
5505.0,0.9999989244641264
5508.75,0.999998924515016
5512.5,0.9999989245658009
5516.25,0.999998924616481
5520.0,0.9999989246670571
5523.75,0.9999989247175288
5527.5,0.9999989247678971
5531.25,0.9999989248181618
5535.0,0.9999989248683235
5538.75,0.9999989249183824
5542.5,0.9999989249683385
5546.25,0.9999989250181924
5550.0,0.9999989250679442
5553.75,0.9999989251175944
5557.5,0.9999989251671432
5561.25,0.9999989252165906
5565.0,0.9999989252659371
5568.75,0.999998925315183
5572.5,0.9999989253643286
5576.25,0.9999989254133741
5580.0,0.9999989254623199
5583.75,0.9999989255111659
5587.5,0.9999989255599128
5591.25,0.9999989256085606
5595.0,0.9999989256571098
5598.75,0.9999989257055603
5602.5,0.9999989257539129
5606.25,0.9999989258021674
5610.0,0.9999989258503241
5613.75,0.9999989258983836
5617.5,0.9999989259463459
5621.25,0.9999989259942114
5625.0,0.9999989260419803
5628.75,0.9999989260896526
5632.5,0.9999989261372288
5636.25,0.9999989261847093
5640.0,0.9999989262320942
5643.75,0.9999989262793839
5647.5,0.9999989263265785
5651.25,0.9999989263736782
5655.0,0.9999989264206833
5658.75,0.999998926467594
5662.5,0.9999989265144109
5666.25,0.9999989265611338
5670.0,0.9999989266077632
5673.75,0.9999989266542995
5677.5,0.9999989267007424
5681.25,0.9999989267470928
5685.0,0.9999989267933506
5688.75,0.9999989268395159
5692.5,0.9999989268855891
5696.25,0.9999989269315707
5700.0,0.9999989269774607
5703.75,0.9999989270232594
5707.5,0.999998927068967
5711.25,0.9999989271145837
5715.0,0.9999989271601095
5718.75,0.9999989272055453
5722.5,0.9999989272508909
5726.25,0.9999989272961468
5730.0,0.9999989273413127
5733.75,0.9999989273863895
5737.5,0.999998927431377
5741.25,0.9999989274762754
5745.0,0.9999989275210851
5748.75,0.9999989275658066
5752.5,0.9999989276104396
5756.25,0.9999989276549849
5760.0,0.9999989276994422
5763.75,0.999998927743812
5767.5,0.9999989277880945
5771.25,0.99999892783229
5775.0,0.9999989278763985
5778.75,0.9999989279204204
5782.5,0.9999989279643561
5786.25,0.9999989280082056
5790.0,0.9999989280519688
5793.75,0.9999989280956466
5797.5,0.9999989281392387
5801.25,0.9999989281827457
5805.0,0.9999989282261675
5808.75,0.9999989282695046
5812.5,0.9999989283127572
5816.25,0.9999989283559251
5820.0,0.999998928399009
5823.75,0.999998928442009
5827.5,0.9999989284849252
5831.25,0.999998928527758
5835.0,0.9999989285705073
5838.75,0.9999989286131736
5842.5,0.9999989286557571
5846.25,0.999998928698258
5850.0,0.9999989287406764
5853.75,0.9999989287830127
5857.5,0.9999989288252669
5861.25,0.9999989288674391
5865.0,0.99999892890953
5868.75,0.9999989289515393
5872.5,0.9999989289934678
5876.25,0.999998929035315
5880.0,0.9999989290770815
5883.75,0.9999989291187674
5887.5,0.9999989291603734
5891.25,0.9999989292018988
5895.0,0.9999989292433444
5898.75,0.9999989292847105
5902.5,0.9999989293259969
5906.25,0.9999989293672039
5910.0,0.9999989294083319
5913.75,0.9999989294493811
5917.5,0.9999989294903515
5921.25,0.9999989295312435
5925.0,0.9999989295720572
5928.75,0.9999989296127928
5932.5,0.9999989296534505
5936.25,0.9999989296940304
5940.0,0.9999989297345329
5943.75,0.9999989297749581
5947.5,0.9999989298153062
5951.25,0.9999989298555774
5955.0,0.9999989298957719
5958.75,0.9999989299358898
5962.5,0.9999989299759316
5966.25,0.999998930015897
5970.0,0.9999989300557867
5973.75,0.9999989300956005
5977.5,0.9999989301353388
5981.25,0.9999989301750017
5985.0,0.9999989302145894
5988.75,0.9999989302541022
5992.5,0.9999989302935403
5996.25,0.9999989303329038
6000.0,0.9999989303721927
